UNITNO,MAP_SYMBOL,STATE,NAME,AGE,LITH1,LITH2,LITH3
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*43,MDso,PENSILVANIA,"Shenango Formation through Oswayo Formation, undivided",Mississippian and Devonian,Sandstone,Siltstone,Shale
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*45,MDhm,PENSILVANIA,Huntley Mountain Formation,Mississippian and Devonian,Sandstone,Siltstone,Shale
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*45,MDhm,PENSILVANIA,Huntley Mountain Formation,Mississippian and Devonian,Sandstone,Siltstone,Shale
*45,MDhm,PENSILVANIA,Huntley Mountain Formation,Mississippian and Devonian,Sandstone,Siltstone,Shale
*48,Dcr,PENSILVANIA,"Corry Sandstone through Riceville Formation, undivided",Devonian,Sandstone,Siltstone,Shale
*45,MDhm,PENSILVANIA,Huntley Mountain Formation,Mississippian and Devonian,Sandstone,Siltstone,Shale
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*48,Dcr,PENSILVANIA,"Corry Sandstone through Riceville Formation, undivided",Devonian,Sandstone,Siltstone,Shale
*48,Dcr,PENSILVANIA,"Corry Sandstone through Riceville Formation, undivided",Devonian,Sandstone,Siltstone,Shale
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*45,MDhm,PENSILVANIA,Huntley Mountain Formation,Mississippian and Devonian,Sandstone,Siltstone,Shale
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*45,MDhm,PENSILVANIA,Huntley Mountain Formation,Mississippian and Devonian,Sandstone,Siltstone,Shale
*45,MDhm,PENSILVANIA,Huntley Mountain Formation,Mississippian and Devonian,Sandstone,Siltstone,Shale
*47,Dbr,PENSILVANIA,"Berea Sandstone through Riceville Formation, undivided",Devonian,Sandstone,Siltstone,Shale
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*45,MDhm,PENSILVANIA,Huntley Mountain Formation,Mississippian and Devonian,Sandstone,Siltstone,Shale
*48,Dcr,PENSILVANIA,"Corry Sandstone through Riceville Formation, undivided",Devonian,Sandstone,Siltstone,Shale
*45,MDhm,PENSILVANIA,Huntley Mountain Formation,Mississippian and Devonian,Sandstone,Siltstone,Shale
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*42,MDsr,PENSILVANIA,"Shenango Formation through Riceville Formation, undivided",Mississippian and Devonian,Sandstone,Siltstone,Shale
*42,MDsr,PENSILVANIA,"Shenango Formation through Riceville Formation, undivided",Mississippian and Devonian,Sandstone,Siltstone,Shale
*48,Dcr,PENSILVANIA,"Corry Sandstone through Riceville Formation, undivided",Devonian,Sandstone,Siltstone,Shale
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*48,Dcr,PENSILVANIA,"Corry Sandstone through Riceville Formation, undivided",Devonian,Sandstone,Siltstone,Shale
*48,Dcr,PENSILVANIA,"Corry Sandstone through Riceville Formation, undivided",Devonian,Sandstone,Siltstone,Shale
*42,MDsr,PENSILVANIA,"Shenango Formation through Riceville Formation, undivided",Mississippian and Devonian,Sandstone,Siltstone,Shale
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*45,MDhm,PENSILVANIA,Huntley Mountain Formation,Mississippian and Devonian,Sandstone,Siltstone,Shale
*48,Dcr,PENSILVANIA,"Corry Sandstone through Riceville Formation, undivided",Devonian,Sandstone,Siltstone,Shale
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*48,Dcr,PENSILVANIA,"Corry Sandstone through Riceville Formation, undivided",Devonian,Sandstone,Siltstone,Shale
*45,MDhm,PENSILVANIA,Huntley Mountain Formation,Mississippian and Devonian,Sandstone,Siltstone,Shale
*48,Dcr,PENSILVANIA,"Corry Sandstone through Riceville Formation, undivided",Devonian,Sandstone,Siltstone,Shale
*38,Msc,PENSILVANIA,"Shenango Formation through Cuyahoga Group, undivided",Mississippian,Sandstone,Siltstone,Shale
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*48,Dcr,PENSILVANIA,"Corry Sandstone through Riceville Formation, undivided",Devonian,Sandstone,Siltstone,Shale
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*48,Dcr,PENSILVANIA,"Corry Sandstone through Riceville Formation, undivided",Devonian,Sandstone,Siltstone,Shale
*43,MDso,PENSILVANIA,"Shenango Formation through Oswayo Formation, undivided",Mississippian and Devonian,Sandstone,Siltstone,Shale
*48,Dcr,PENSILVANIA,"Corry Sandstone through Riceville Formation, undivided",Devonian,Sandstone,Siltstone,Shale
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*45,MDhm,PENSILVANIA,Huntley Mountain Formation,Mississippian and Devonian,Sandstone,Siltstone,Shale
*48,Dcr,PENSILVANIA,"Corry Sandstone through Riceville Formation, undivided",Devonian,Sandstone,Siltstone,Shale
*48,Dcr,PENSILVANIA,"Corry Sandstone through Riceville Formation, undivided",Devonian,Sandstone,Siltstone,Shale
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*45,MDhm,PENSILVANIA,Huntley Mountain Formation,Mississippian and Devonian,Sandstone,Siltstone,Shale
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*45,MDhm,PENSILVANIA,Huntley Mountain Formation,Mississippian and Devonian,Sandstone,Siltstone,Shale
*48,Dcr,PENSILVANIA,"Corry Sandstone through Riceville Formation, undivided",Devonian,Sandstone,Siltstone,Shale
*45,MDhm,PENSILVANIA,Huntley Mountain Formation,Mississippian and Devonian,Sandstone,Siltstone,Shale
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*45,MDhm,PENSILVANIA,Huntley Mountain Formation,Mississippian and Devonian,Sandstone,Siltstone,Shale
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*48,Dcr,PENSILVANIA,"Corry Sandstone through Riceville Formation, undivided",Devonian,Sandstone,Siltstone,Shale
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*45,MDhm,PENSILVANIA,Huntley Mountain Formation,Mississippian and Devonian,Sandstone,Siltstone,Shale
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*45,MDhm,PENSILVANIA,Huntley Mountain Formation,Mississippian and Devonian,Sandstone,Siltstone,Shale
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*45,MDhm,PENSILVANIA,Huntley Mountain Formation,Mississippian and Devonian,Sandstone,Siltstone,Shale
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*45,MDhm,PENSILVANIA,Huntley Mountain Formation,Mississippian and Devonian,Sandstone,Siltstone,Shale
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*45,MDhm,PENSILVANIA,Huntley Mountain Formation,Mississippian and Devonian,Sandstone,Siltstone,Shale
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*47,Dbr,PENSILVANIA,"Berea Sandstone through Riceville Formation, undivided",Devonian,Sandstone,Siltstone,Shale
*45,MDhm,PENSILVANIA,Huntley Mountain Formation,Mississippian and Devonian,Sandstone,Siltstone,Shale
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*45,MDhm,PENSILVANIA,Huntley Mountain Formation,Mississippian and Devonian,Sandstone,Siltstone,Shale
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*43,MDso,PENSILVANIA,"Shenango Formation through Oswayo Formation, undivided",Mississippian and Devonian,Sandstone,Siltstone,Shale
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*43,MDso,PENSILVANIA,"Shenango Formation through Oswayo Formation, undivided",Mississippian and Devonian,Sandstone,Siltstone,Shale
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*45,MDhm,PENSILVANIA,Huntley Mountain Formation,Mississippian and Devonian,Sandstone,Siltstone,Shale
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*47,Dbr,PENSILVANIA,"Berea Sandstone through Riceville Formation, undivided",Devonian,Sandstone,Siltstone,Shale
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*40,Mc,PENSILVANIA,Cuyahoga Group,Mississippian,Siltstone,Shale,Sandstone
*45,MDhm,PENSILVANIA,Huntley Mountain Formation,Mississippian and Devonian,Sandstone,Siltstone,Shale
*40,Mc,PENSILVANIA,Cuyahoga Group,Mississippian,Siltstone,Shale,Sandstone
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*68,Dlh,PENSILVANIA,Lock Haven Formation,Devonian,Mudstone,Siltstone,Sandstone; conglomerate
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*40,Mc,PENSILVANIA,Cuyahoga Group,Mississippian,Siltstone,Shale,Sandstone
*48,Dcr,PENSILVANIA,"Corry Sandstone through Riceville Formation, undivided",Devonian,Sandstone,Siltstone,Shale
*38,Msc,PENSILVANIA,"Shenango Formation through Cuyahoga Group, undivided",Mississippian,Sandstone,Siltstone,Shale
*47,Dbr,PENSILVANIA,"Berea Sandstone through Riceville Formation, undivided",Devonian,Sandstone,Siltstone,Shale
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*68,Dlh,PENSILVANIA,Lock Haven Formation,Devonian,Mudstone,Siltstone,Sandstone; conglomerate
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*45,MDhm,PENSILVANIA,Huntley Mountain Formation,Mississippian and Devonian,Sandstone,Siltstone,Shale
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*39,Ms,PENSILVANIA,Shenango Formation,Mississippian,Sandstone,Shale,Siltstone
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*39,Ms,PENSILVANIA,Shenango Formation,Mississippian,Sandstone,Shale,Siltstone
*42,MDsr,PENSILVANIA,"Shenango Formation through Riceville Formation, undivided",Mississippian and Devonian,Sandstone,Siltstone,Shale
*38,Msc,PENSILVANIA,"Shenango Formation through Cuyahoga Group, undivided",Mississippian,Sandstone,Siltstone,Shale
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*45,MDhm,PENSILVANIA,Huntley Mountain Formation,Mississippian and Devonian,Sandstone,Siltstone,Shale
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*43,MDso,PENSILVANIA,"Shenango Formation through Oswayo Formation, undivided",Mississippian and Devonian,Sandstone,Siltstone,Shale
*48,Dcr,PENSILVANIA,"Corry Sandstone through Riceville Formation, undivided",Devonian,Sandstone,Siltstone,Shale
*47,Dbr,PENSILVANIA,"Berea Sandstone through Riceville Formation, undivided",Devonian,Sandstone,Siltstone,Shale
*68,Dlh,PENSILVANIA,Lock Haven Formation,Devonian,Mudstone,Siltstone,Sandstone; conglomerate
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*40,Mc,PENSILVANIA,Cuyahoga Group,Mississippian,Siltstone,Shale,Sandstone
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*45,MDhm,PENSILVANIA,Huntley Mountain Formation,Mississippian and Devonian,Sandstone,Siltstone,Shale
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*42,MDsr,PENSILVANIA,"Shenango Formation through Riceville Formation, undivided",Mississippian and Devonian,Sandstone,Siltstone,Shale
*39,Ms,PENSILVANIA,Shenango Formation,Mississippian,Sandstone,Shale,Siltstone
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*38,Msc,PENSILVANIA,"Shenango Formation through Cuyahoga Group, undivided",Mississippian,Sandstone,Siltstone,Shale
*51,Dck,PENSILVANIA,Catskill Formation,Devonian,Sandstone,Siltstone,Shale; conglomerate; mudstone
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*40,Mc,PENSILVANIA,Cuyahoga Group,Mississippian,Siltstone,Shale,Sandstone
*38,Msc,PENSILVANIA,"Shenango Formation through Cuyahoga Group, undivided",Mississippian,Sandstone,Siltstone,Shale
*40,Mc,PENSILVANIA,Cuyahoga Group,Mississippian,Siltstone,Shale,Sandstone
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*43,MDso,PENSILVANIA,"Shenango Formation through Oswayo Formation, undivided",Mississippian and Devonian,Sandstone,Siltstone,Shale
*40,Mc,PENSILVANIA,Cuyahoga Group,Mississippian,Siltstone,Shale,Sandstone
*45,MDhm,PENSILVANIA,Huntley Mountain Formation,Mississippian and Devonian,Sandstone,Siltstone,Shale
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*43,MDso,PENSILVANIA,"Shenango Formation through Oswayo Formation, undivided",Mississippian and Devonian,Sandstone,Siltstone,Shale
*38,Msc,PENSILVANIA,"Shenango Formation through Cuyahoga Group, undivided",Mississippian,Sandstone,Siltstone,Shale
*40,Mc,PENSILVANIA,Cuyahoga Group,Mississippian,Siltstone,Shale,Sandstone
*43,MDso,PENSILVANIA,"Shenango Formation through Oswayo Formation, undivided",Mississippian and Devonian,Sandstone,Siltstone,Shale
*40,Mc,PENSILVANIA,Cuyahoga Group,Mississippian,Siltstone,Shale,Sandstone
*38,Msc,PENSILVANIA,"Shenango Formation through Cuyahoga Group, undivided",Mississippian,Sandstone,Siltstone,Shale
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*45,MDhm,PENSILVANIA,Huntley Mountain Formation,Mississippian and Devonian,Sandstone,Siltstone,Shale
*40,Mc,PENSILVANIA,Cuyahoga Group,Mississippian,Siltstone,Shale,Sandstone
*40,Mc,PENSILVANIA,Cuyahoga Group,Mississippian,Siltstone,Shale,Sandstone
*33,Pp,PENSILVANIA,Pottsville Formation,Pennsylvanian,Sandstone,Conglomerate,Shale; siltstone; claystone; limestone; coal
*45,MDhm,PENSILVANIA,Huntley Mountain Formation,Mississippian and Devonian,Sandstone,Siltstone,Shale
*43,MDso,PENSILVANIA,"Shenango Formation through Oswayo Formation, undivided",Mississippian and Devonian,Sandstone,Siltstone,Shale
